estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,ROBERTO DE JESUS FERREIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,ROBERTO DE JESUS FERREIRA:MISC|Roberto De Jesus Ferreira:PER,sim,,,"NOMEAR ROBERTO DE JESUS FERREIRA para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assessor, símbolo DAS-8, da Governadoria do Estado, anteriormente ocupado por Ana Karolina Macedo, matrícula nº 946829-9. Processo nº E-12/3576/2008",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,ISA REGINA DE ALMEIDA VIEIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,ISA REGINA DE ALMEIDA VIEIRA:MISC|Isa Regina:LOC|Almeida Vieira:PER,sim,do cargo em comissão de Assessor,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2009, ISA REGINA DE ALMEIDA VIEIRA do cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 0264731-1,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 0264731-1:MISC,nao,do cargo em comissão de Assessor,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2009, VERA LUCIA FERREIRA DE SOUZA , matrícula nº 0264731-1, do cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,GERSON MONTEIRO DE OLIVEIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,GERSON MONTEIRO:MISC|OLIVEIRA:ORG|Gerson Monteiro De Oliveira:PER,sim,,,"NOMEAR GERSON MONTEIRO DE OLIVEIRA para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assistente, símbolo DAS-6, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 0921653-2,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 0921653-2:MISC,nao,do cargo em comissão de Assistente II,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2009, THAMARA SARA DA SILVA NASCIMENTO , matrícula nº 0921653-2, do cargo em comissão de Assistente II, símbolo DAI-6, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,MARIA TERESA VILLELA BANDEIRA DE MELLO,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,MARIA TERESA:PER,sim,,,"NOMEAR MARIA TERESA VILLELA BANDEIRA DE MEL- LO para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assessor, símbolo DAS-7, do Arquivo Público do Estado do Rio de Janeiro -APERJ, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,IVY SOUZA DA SILVA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,IVY SOUZA DA SILVA:MISC|Ivy Souza Da Silva:MISC,nao,,,"NOMEAR IVY SOUZA DA SILVA para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Chefe de Serviço, símbolo DAI-6, do Arquivo Público do Estado do Rio de Janeiro - APERJ, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 24/007377-5,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 24/007377-5:MISC|Nº:MISC,nao,do cargo em comissão de Coordenador,do Departamento de Trânsito do Estado do Rio de Janeiro -DETRAN/RJ,"EXONERAR a pedido e com validade a contar de 02 de janeiro de 2009, GRACE CHRISTINA DOS SANTOS MONTEIRO , matrícula nº 24/007377-5, do cargo em comissão de Coordenador, símbolo DAS-8, da Coordenadoria de Educação, da Diretoria de Habilitação, do Departamento de Trânsito do Estado do Rio de Janeiro -DETRAN/RJ, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,JOÃO CARLOS DERZI TUPINAMBÁ,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,JOÃO CARLOS:PER,sim,,,"NOMEAR JOÃO CARLOS DERZI TUPINAMBÁ para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,HEITOR LUIZ MACIEL PEREIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,Heitor Luiz Maciel Pereira:PER,sim,,,"NOMEAR HEITOR LUIZ MACIEL PEREIRA para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 931934-4,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 931934-4:MISC|Nº:MISC,nao,do cargo em comissão de Assessor Especial,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2009, GUSTAVO RANGEL DE ALMEIDA RIBEIRO , matrícula nº 931934-4, do cargo em comissão de Assessor Especial, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),nomeacao,LÍLIA SENDIN MARTINS,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,LÍLIA SENDIN MARTINS:MISC|Lília:LOC|Sendin Martins:LOC,nao,,,"NOMEAR LÍLIA SENDIN MARTINS para exercer, com validade a contar de 01 de janeiro de 2009, o cargo em comissão de Assessor Especial, símbolo DAS-8, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2009-01-05,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 0892800-4,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 0892800-4:MISC,nao,do cargo em comissão de Coordenador,da Superintendência de Desenvolvimento de Sistemas Institucionais,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2009, LUIZ AUGUSTO LADEIRA VAZ PORTO , matrícula nº 0892800-4, do cargo em comissão de Coordenador, símbolo DAS-8, da Coordenadoria de Manutenção de Sistemas, da Superintendência de Desenvolvimento de Sistemas Institucionais, da Subsecretaria de Gestão de Recursos Humanos, da",,LAKE\RJ\2009\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2009-01-05.md
