estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,LUIZ EDMUNDO HORTA BARBOSA COSTA LEITE,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,LUIZ EDMUNDO HORTA:PER,sim,do cargo em comissão de Secretário de Estado,,"EXONERAR a pedido, LUIZ EDMUNDO HORTA BARBOSA COSTA LEITE do cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,GUSTAVO REIS FERREIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,GUSTAVO:MISC|Gustavo Reis Ferreira:PER,sim,para exercer o cargo em comissão de Secretário de Estado,,"NOMEAR GUSTAVO REIS FERREIRA para exercer o cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,JOSÉ BONIFÁCIO FERREIRA NOVELLINO,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,JOSÉ BONIFÁCIO:PER,sim,do cargo em comissão de Presidente,da Autarquia de Proteção e Defesa do Consumidor do Estado do Rio de Janeiro -PROCON-RJ,"EXONERAR a pedido, JOSÉ BONIFÁCIO FERREIRA NOVELLINO do cargo em comissão de Presidente, símbolo PR-1, da Autarquia de Proteção e Defesa do Consumidor do Estado do Rio de Janeiro -PROCON-RJ, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,RODRIGO HENRIQUE ROCA PIRES,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,RODRIGO HENRIQUE ROCA:MISC|Rodrigo Henrique Roca Pires:PER,sim,para exercer o cargo em comissão de Presidente,da Autarquia de Proteção e Defesa do Consumidor do Estado do Rio de Janeiro -PROCON-RJ,"NOMEAR RODRIGO HENRIQUE ROCA PIRES para exercer o cargo em comissão de Presidente, símbolo PR-1, da Autarquia de Proteção e Defesa do Consumidor do Estado do Rio de Janeiro -PROCON-RJ, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,HEITOR LUIZ MACIEL PEREIRA,04344615-9,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,Heitor Luiz Maciel Pereira:PER,sim,do cargo em comissão de Superintendente,da Superintendência de Gestão Estratégica,"EXONERAR com validade a contar de 02 de janeiro de 2013, HEITOR LUIZ MACIEL PEREIRA , ID Funcional nº 04344615-9 do cargo em comissão de Superintendente, símbolo DG, da Superintendência de Gestão Estratégica, da Subsecretaria de Planejamento, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,ENRICO MARTIGNONI,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,ENRICO:ORG|Enrico Martignoni:PER,sim,,da Superintendência de Gestão Estratégica,"NOMEAR ENRICO MARTIGNONI para exercer, com validade a contar de 02 de janeiro de 2013, o cargo em comissão de Superintendente, símbolo DG, da Superintendência de Gestão Estratégica, da Subsecretaria de Planejamento, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 0261499-8,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 0261499-8:MISC,nao,do cargo em comissão de Assessor Especial,do Departamento Geral de Administração e Finanças,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2013, LILIAN LIMA ALVES , Analista de Controle Interno ""B"", matrícula nº 0261499-8, do cargo em comissão de Assessor Especial, símbolo DG, do Departamento Geral de Administração e Finanças, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 3078-3,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,,nao,do cargo em comissão de Coordenador Administrativo,da Fundação Centro Universitário Estadual da Zona Oeste - UEZO,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2013, ADEMIR GONÇALVES MARTINS , matrícula nº 3078-3, do cargo em comissão de Coordenador Administrativo, símbolo UEZO-5, da Fundação Centro Universitário Estadual da Zona Oeste - UEZO, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,MARCIA SILVEIRA BIBIANI,2867292-5,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,MARCIA SILVEIRA BIBIANI:MISC|Marcia Silveira Bibiani:PER,sim,para exercer o cargo em comissão de Assessor Especial,,"NOMEAR MARCIA SILVEIRA BIBIANI , ID Funcional nº 2867292-5, para exercer o cargo em comissão de Assessor Especial, símbolo DG, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,SANDRA HELENA DA SILVA,616400-5,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,SANDRA HELENA DA SILVA:PER,sim,para exercer o cargo em comissão de Assessor,,"NOMEAR SANDRA HELENA DA SILVA , ID Funcional nº 616400-5, para exercer o cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,MARIA DE FATIMA FERNANDES SANTIAGO,2048945-5,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,MARIA DE FATIMA FERNANDES SANTIAGO:MISC|Maria De Fatima Fernandes Santiago:PER,sim,para exercer o cargo em comissão de Assessor,,"NOMEAR MARIA DE FATIMA FERNANDES SANTIAGO , ID Funcional nº 2048945-5, para exercer o cargo em comissão de Assessor, símbolo DAS-8, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,EVANGELINA SEILER,43618707,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,EVANGELINA SEILER:PER,sim,para exercer o cargo em comissão de Diretor,,"NOMEAR EVANGELINA SEILER , ID Funcional nº 43618707, para exercer o cargo em comissão de Diretor, símbolo DG, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,ANTERIORMENTE MARIA DE FATIMA ALAVREZ SANTOS,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,ANTERIORMENTE MARIA:PER,sim,do cargo em comissão de Assessor I,,"EXONERAR MARIA DE FATIMA FERNANDES SANTIAGO , anteriormente MARIA DE FATIMA ALAVREZ SANTOS , do cargo em comissão de Assessor I, símbolo DAS-7, Fundação Casa França-Brasil, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,ANTERIORMENTE JOSÉ FRANCISCO NASCIMENTO VIEIRA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,ANTERIORMENTE JOSÉ FRANCISCO NASCIMENTO VIEIRA:PER,sim,do cargo em comissão de Chefe de Divisão,,"EXONERAR FRANCISCO JOSÉ NASCIMENTO VIEIRA , anteriormente JOSÉ FRANCISCO NASCIMENTO VIEIRA , do cargo em comissão de Chefe de Divisão, símbolo DAS-6, Fundação Casa França-Brasil, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),exoneracao,LIVIA MARTINS FERRAZ,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,LIVIA MARTINS FERRAZ:PER,sim,do cargo em comissão de Chefe de Divisão,,"EXONERAR LIVIA MARTINS FERRAZ do cargo em comissão de Chefe de Divisão, símbolo DAS-6, Fundação Casa França-Brasil, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,FERNANDO MAURICIO DE CARVALHO SEABRA,2048910-2,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,FERNANDO MAURICIO:PER,sim,para exercer o cargo em comissão de Assessor,,"NOMEAR FERNANDO MAURICIO DE CARVALHO SEABRA , ID Funcional nº 2048910-2, para exercer o cargo em comissão de Assessor, símbolo DAS-7, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2013-01-02,Parte I (Poder Executivo),nomeacao,FABIANA SANTOS DE OLIVEIRA,4178465-0,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,FABIANA:MISC|DE OLIVEIRA:MISC|Santos De Oliveira:PER,sim,para exercer o cargo em comissão de Assessor,,"NOMEAR FABIANA SANTOS DE OLIVEIRA , ID Funcional nº 4178465-0, para exercer o cargo em comissão de Assessor, símbolo DAS-7, da",,LAKE\RJ\2013\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-01-02.md
