estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 0931335-4,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 0931335-4:MISC,nao,do cargo em comissão de Secretário de Estado,,"EXONERAR com validade a contar de 01 de janeiro de 2011, HUDSON BRAGA , matrícula nº 0931335-4, do cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,MARILENE DE OLIVEIRA RAMOS MÚRIAS DOS SANTOS,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,MARILENE DE OLIVEIRA:LOC|DOS SANTOS:MISC|Marilene De Oliveira Ramos Múrias Dos Santos:PER,sim,do cargo em comissão de Secretário de Estado,,"EXONERAR com validade a contar de 01 de janeiro de 2011, MARILENE DE OLIVEIRA RAMOS MÚRIAS DOS SANTOS do cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),nomeacao,CARLOS MINC BAUMFELD,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,CARLOS MINC:PER,sim,,,"NOMEAR CARLOS MINC BAUMFELD para exercer, com validade a contar de 01 de janeiro de 2011, o cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,CHRISTINO AUREO DA SILVA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,CHRISTINO AUREO DA SILVA:PER,sim,do cargo em comissão de Secretário de Estado,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2001, CHRISTINO AUREO DA SILVA do cargo em comissão de Secretário de Estado, símbolo SE, da antiga",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),nomeacao,CHRISTINO AUREO DA SILVA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,CHRISTINO AUREO DA SILVA:PER,sim,para exercer o cargo em comissão de Secretário de Estado,,"NOMEAR CHRISTINO AUREO DA SILVA para exercer o cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,MATRÍCULA Nº 932632-3,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,nao,Nº 932632-3:MISC,nao,do cargo em comissão de Secretário de Estado,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2011, RONALD ABRAHÃO ÁZARO , matrícula nº 932632-3, do cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),nomeacao,CARLOS DAUDT BRIZOLA,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,CARLOS DAUDT:PER,sim,,,"NOMEAR CARLOS DAUDT BRIZOLA para exercer, com validade a contar de 01 de janeiro de 2011, o cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,RICARDO MANUEL DOS SANTOS HENRIQUES,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,RICARDO MANUEL DOS SANTOS HENRIQUES:MISC|Ricardo Manuel Dos Santos Henriques:PER,sim,do cargo em comissão de Secretário de Estado,,"EXONERAR a pedido RICARDO MANUEL DOS SANTOS HENRIQUES do cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),nomeacao,RODRIGO NEVES BARRETO,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,RODRIGO NEVES:ORG|BARRETO:ORG|Rodrigo Neves Barreto:PER,sim,para exercer o cargo em comissão de Secretário de Estado,,"NOMEAR RODRIGO NEVES BARRETO para exercer o cargo em comissão de Secretário de Estado, símbolo SE, da",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2011-01-03,Parte I (Poder Executivo),exoneracao,MARCIA BEATRIZ LINS IZIDORO,,,Governador,1,Sergio Cabral - Governador,Sergio Cabral,Executivo estadual,sim,MARCIA BEATRIZ:MISC|Beatriz Lins Izidoro:PER,sim,do cargo em comissão de Secretário de Estado,,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2011, MARCIA BEATRIZ LINS IZIDORO do cargo em comissão de Secretário de Estado, símbolo SE, da antiga",,LAKE\RJ\2011\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2011-01-03.md
