estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,ANALISTA DE CONTROLE INTERNO,1943036-1,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,nao,INTERNO:LOC,nao,do cargo em comissão de Contador Geral,,"EXONERAR a pedido e com validade a contar de 26 de dezembro de 2016, FRANCISCO PEREIRA IGLESIAS , Analista de Controle Interno, ID Funcional nº 1943036-1, do cargo em comissão de Contador Geral, símbolo SA, da Contadoria Geral do Estado, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,LUIZ CARLOS DE ALMEIDA CAPELLA,4272325-6,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,sim,LUIZ CARLOS DE ALMEIDA CAPELLA:PER,sim,do cargo em comissão de Assessor Especial,do Gabinete do Secretário,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2017, LUIZ CARLOS DE ALMEIDA CAPELLA , ID FUNCIONAL Nº 4272325-6, do cargo em comissão de Assessor Especial, símbolo DG, do Gabinete do Secretário, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,AUDITOR FISCAL DA RECEITA FEDERAL DO BRASIL,5011191-4,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,nao,AUDITOR:ORG|RECEITA:ORG,nao,do cargo em comissão de Assessor-Chefe,da Subsecretaria de Planejamento Estratégico e Modernização Fazendária,"EXONERAR com validade a contar de 22 de dezembro de 2016, WILLIAN CARLOS PACHECO RIO , Auditor Fiscal da Receita Federal do Brasil, ID Funcional nº 5011191-4, do cargo em comissão de Assessor-Chefe, símbolo DG, da Subsecretaria de Planejamento Estratégico e Modernização Fazendária, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,FABIO AURÉLIO DA SILVEIRA NUNES,4261830-4,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,sim,FABIO AURÉLIO:MISC|SILVEIRA NUNES:MISC|Fabio Aurélio Da Silveira Nunes:PER,sim,do cargo em comissão de Subsecretário,da Subsecretaria de Logística e Patrimônio,"EXONERAR com validade a contar de 31 de dezembro de 2016, FABIO AURÉLIO DA SILVEIRA NUNES , ID FUNCIONAL Nº 4261830-4, do cargo em comissão de Subsecretário, símbolo SS, da Subsecretaria de Logística e Patrimônio, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),nomeacao,MARCO ANTONIO MAGALHÃES PACHECO FILHO,5007745-7,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,sim,MARCO ANTONIO MAGALHÃES PACHECO FILHO:PER,sim,,da Subsecretaria de Logística e Patrimônio,"NOMEAR louvado nas informações contidas às fls 09/10 do referido processo, MARCO ANTONIO MAGALHÃES PACHECO FILHO , ID FUNCIONAL Nº 5007745-7, para exercer, com validade a contar de 31 de dezembro de 2016, o cargo em comissão de Subsecretário, símbolo SS, da Subsecretaria de Logística e Patrimônio, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,CARLOS FRANCISCO DE SOUZA DORNELLES,4328581-3,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,sim,CARLOS FRANCISCO DE SOUZA DORNELLES:PER,sim,do cargo em comissão de Superintendente,da Superintendência de Busca Eletrônica,"EXONERAR com validade a contar de 01 de janeiro de 2017, CARLOS FRANCISCO DE SOUZA DORNELLES , ID FUNCIONAL Nº 4328581-3, do cargo em comissão de Superintendente, símbolo DG, da Superintendência de Busca Eletrônica, da Subsecretaria de Inteligência, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),exoneracao,MARCELO MONTANHA SOUZA,42706238,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,sim,MARCELO MONTANHA SOUZA:MISC|Marcelo Montanha Souza:PER,sim,do cargo em comissão de Assessor-Chefe,do Gabinete do Secretário,"EXONERAR a pedido e com validade a contar de 01 de janeiro de 2017, MARCELO MONTANHA SOUZA , ID FUNCIONAL Nº 42706238, do cargo em comissão de Assessor-Chefe, símbolo DG, da Assessoria Executiva, do Gabinete do Secretário, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),nomeacao,CORONEL PM,2019685-7,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,nao,CORONEL PM:LOC|Coronel Pm:LOC,nao,,,"NOMEAR louvado nas informações contidas às fls 04 do referido processo, ANDRÉ SILVA DE MENDONÇA , Coronel PM, ID Funcional nº 2019685-7, para exercer, com validade a contar de 04 de novembro de 2016, o cargo em comissão de Comandante Intermediário, símbolo DG, do 1º Comando de Policiamento de Área -1º CPA, da Polícia Militar do Estado do Rio de Janeiro, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),nomeacao,SUBTENENTE PM,2418557-4,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,nao,SUBTENENTE PM:MISC,nao,,do Gabinete do Secretário,"NOMEAR louvado nas informações contidas às fls 04/05 do referido processo, KATHIA DOS REIS SOUZA , Subtenente PM, ID Funcional nº 2418557-4, para exercer, com validade a contar de 01 de janeiro de 2017, o cargo em comissão de Assistente II, símbolo DAI-6, do Gabinete do Secretário, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2017-01-02,Parte I (Poder Executivo),nomeacao,SUBTENENTE PM,2250015-4,,Governador,1,Luiz Fernando de Souza - Governador,Luiz Fernando de Souza,Executivo estadual,nao,SUBTENENTE PM:MISC,nao,,do Gabinete do Secretário,"NOMEAR louvado nas informações contidas às fls 04/05 do referido processo, ELAINE CARVALHO SARAIVA MAIA , Subtenente PM, ID Funcional nº 2250015-4, para exercer, com validade a contar de 01 de janeiro de 2017, o cargo em comissão de Assistente II, símbolo DAI-6, do Gabinete do Secretário, da",,LAKE\RJ\2017\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2017-01-02.md
